uri	predicate_id
http://dbpedia.org/ontology/wikiPageWikiLink	0
http://dbpedia.org/ontology/starring	1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	2
http://purl.org/dc/terms/subject	3
http://dbpedia.org/property/wikiPageUsesTemplate	4
http://purl.org/linguistics/gold/hypernym	5
http://dbpedia.org/ontology/director	6
http://dbpedia.org/ontology/producer	7
http://dbpedia.org/ontology/distributor	8
http://dbpedia.org/property/distributor	9
http://dbpedia.org/property/wordnet_type	10
http://dbpedia.org/ontology/editing	11
http://dbpedia.org/ontology/writer	12
http://dbpedia.org/property/writer	13
http://dbpedia.org/ontology/productionCompany	14
http://dbpedia.org/property/starring	15
http://dbpedia.org/ontology/cinematography	16
http://dbpedia.org/property/music	17
http://dbpedia.org/property/producer	18
http://dbpedia.org/ontology/musicComposer	19
http://dbpedia.org/property/director	20
http://dbpedia.org/property/cinematography	21
http://dbpedia.org/property/editing	22
http://dbpedia.org/property/title	23
http://dbpedia.org/property/extra	24
http://dbpedia.org/ontology/language	25
http://dbpedia.org/property/genre	26
http://dbpedia.org/property/language	27
http://dbpedia.org/ontology/country	28
http://dbpedia.org/property/label	29
http://dbpedia.org/property/rev	30
http://www.w3.org/2002/07/owl#differentFrom	31
http://dbpedia.org/ontology/wikiPageExternalLink	32
http://dbpedia.org/property/screenplay	33
http://dbpedia.org/property/note	34
http://dbpedia.org/property/studio	35
http://dbpedia.org/property/country	36
http://dbpedia.org/property/artist	37
http://dbpedia.org/property/type	38
http://dbpedia.org/property/format	39
http://dbpedia.org/property/story	40
http://dbpedia.org/property/nextTitle	41
http://dbpedia.org/property/prevTitle	42
http://dbpedia.org/property/narrator	43
http://dbpedia.org/ontology/narrator	44
http://dbpedia.org/property/chronology	45
http://dbpedia.org/property/caption	46
http://dbpedia.org/ontology/executiveProducer	47
http://dbpedia.org/property/after	48
http://dbpedia.org/property/before	49
http://dbpedia.org/property/executiveProducer	50
http://dbpedia.org/ontology/network	51
http://dbpedia.org/property/recorded	52
http://dbpedia.org/property/company	53
http://dbpedia.org/ontology/author	54
http://dbpedia.org/ontology/company	55
http://dbpedia.org/property/network	56
http://www.w3.org/2000/01/rdf-schema#seeAlso	57
http://dbpedia.org/property/allMusic	58
http://dbpedia.org/ontology/editor	59
http://dbpedia.org/property/editor	60
http://dbpedia.org/ontology/person	61
http://dbpedia.org/ontology/format	62
http://dbpedia.org/property/audioFormat	63
http://dbpedia.org/property/themeMusicComposer	64
http://dbpedia.org/ontology/composer	65
http://dbpedia.org/property/colorProcess	66
http://dbpedia.org/property/productionCompanies	67
http://dbpedia.org/ontology/location	68
http://dbpedia.org/ontology/genre	69
http://dbpedia.org/property/narrated	70
http://dbpedia.org/property/allLyrics	71
http://dbpedia.org/property/allWriting	72
http://www.w3.org/2002/07/owl#sameAs	73
http://dbpedia.org/property/basedOn	74
http://dbpedia.org/property/source	75
http://dbpedia.org/property/producers	76
http://dbpedia.org/ontology/creator	77
http://dbpedia.org/property/composer	78
http://dbpedia.org/property/aggregate	79
http://dbpedia.org/property/lyrics	80
http://dbpedia.org/property/writers	81
http://dbpedia.org/property/animator	82
http://dbpedia.org/property/distributors	83
http://dbpedia.org/property/author	84
http://dbpedia.org/ontology/wikiPageDisambiguates	85
http://dbpedia.org/property/location	86
http://dbpedia.org/property/creator	87
http://dbpedia.org/property/owner	88
http://dbpedia.org/property/channel	89
http://dbpedia.org/ontology/birthPlace	90
http://dbpedia.org/ontology/channel	91
http://dbpedia.org/property/occupation	92
http://dbpedia.org/ontology/deathPlace	93
http://dbpedia.org/property/restingPlace	94
http://dbpedia.org/ontology/restingPlace	95
http://dbpedia.org/ontology/occupation	96
