uri	predicate_id
http://dbpedia.org/ontology/wikiPageWikiLink	0
http://dbpedia.org/ontology/starring	1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	2
http://purl.org/dc/terms/subject	3
http://dbpedia.org/property/wikiPageUsesTemplate	4
http://purl.org/linguistics/gold/hypernym	5
http://dbpedia.org/ontology/director	6
http://dbpedia.org/ontology/wikiPageExternalLink	7
http://dbpedia.org/property/starring	8
http://dbpedia.org/ontology/producer	9
http://dbpedia.org/ontology/distributor	10
http://dbpedia.org/ontology/writer	11
http://dbpedia.org/property/director	12
http://dbpedia.org/property/prevTitle	13
http://dbpedia.org/property/distributor	14
http://dbpedia.org/property/wordnet_type	15
http://dbpedia.org/ontology/musicComposer	16
http://dbpedia.org/ontology/editing	17
http://dbpedia.org/property/title	18
http://dbpedia.org/property/writer	19
http://dbpedia.org/ontology/productionCompany	20
http://dbpedia.org/property/music	21
http://dbpedia.org/property/screenplay	22
http://dbpedia.org/ontology/cinematography	23
http://dbpedia.org/property/extra	24
http://dbpedia.org/property/producer	25
http://dbpedia.org/property/note	26
http://dbpedia.org/property/cinematography	27
http://dbpedia.org/property/editing	28
http://dbpedia.org/property/artist	29
http://dbpedia.org/ontology/language	30
http://dbpedia.org/property/genre	31
http://dbpedia.org/property/productionCompanies	32
http://dbpedia.org/property/language	33
http://dbpedia.org/ontology/country	34
http://dbpedia.org/property/story	35
http://dbpedia.org/property/label	36
http://dbpedia.org/property/rev	37
http://www.w3.org/2002/07/owl#differentFrom	38
http://www.w3.org/2000/01/rdf-schema#seeAlso	39
http://dbpedia.org/property/nextTitle	40
http://dbpedia.org/property/studio	41
http://dbpedia.org/property/country	42
http://dbpedia.org/property/type	43
http://dbpedia.org/property/format	44
http://dbpedia.org/property/narrator	45
http://dbpedia.org/ontology/narrator	46
http://dbpedia.org/property/chronology	47
http://dbpedia.org/property/caption	48
http://dbpedia.org/ontology/executiveProducer	49
http://dbpedia.org/property/after	50
http://dbpedia.org/property/before	51
http://dbpedia.org/ontology/author	52
http://dbpedia.org/property/executiveProducer	53
http://dbpedia.org/ontology/network	54
http://dbpedia.org/property/company	55
http://dbpedia.org/property/recorded	56
http://dbpedia.org/ontology/company	57
http://dbpedia.org/property/network	58
http://dbpedia.org/ontology/composer	59
http://dbpedia.org/property/allMusic	60
http://dbpedia.org/ontology/editor	61
http://dbpedia.org/property/basedOn	62
http://dbpedia.org/property/editor	63
http://dbpedia.org/property/composer	64
http://dbpedia.org/ontology/person	65
http://dbpedia.org/ontology/format	66
http://dbpedia.org/property/audioFormat	67
http://dbpedia.org/property/themeMusicComposer	68
http://dbpedia.org/property/colorProcess	69
http://dbpedia.org/property/allWriting	70
http://dbpedia.org/ontology/location	71
http://dbpedia.org/ontology/genre	72
http://dbpedia.org/property/narrated	73
http://dbpedia.org/property/website	74
http://dbpedia.org/property/allLyrics	75
http://dbpedia.org/property/source	76
http://dbpedia.org/property/producers	77
http://dbpedia.org/property/lyrics	78
http://dbpedia.org/ontology/previousWork	79
http://dbpedia.org/ontology/creator	80
http://dbpedia.org/property/aggregate	81
http://dbpedia.org/property/animator	82
http://dbpedia.org/property/directors	83
http://dbpedia.org/property/distributors	84
http://dbpedia.org/ontology/wikiPageDisambiguates	85
http://dbpedia.org/property/location	86
http://dbpedia.org/property/creator	87
http://dbpedia.org/property/owner	88
http://dbpedia.org/property/infoa	89
http://dbpedia.org/property/channel	90
http://dbpedia.org/ontology/relative	91
http://dbpedia.org/ontology/birthPlace	92
http://dbpedia.org/ontology/channel	93
http://dbpedia.org/property/occupation	94
http://dbpedia.org/ontology/restingPlace	95
http://dbpedia.org/ontology/deathPlace	96
http://dbpedia.org/property/restingPlace	97
http://dbpedia.org/property/spouse	98
http://dbpedia.org/property/relatives	99
http://dbpedia.org/ontology/occupation	100
http://dbpedia.org/ontology/spouse	101
