uri	predicate_id
http://purl.org/dc/terms/subject	0
http://dbpedia.org/ontology/writer	1
http://dbpedia.org/ontology/producer	2
http://dbpedia.org/property/source	3
http://dbpedia.org/property/title	4
http://dbpedia.org/property/cinematography	5
http://dbpedia.org/ontology/starring	6
http://dbpedia.org/property/studio	7
http://dbpedia.org/property/music	8
http://dbpedia.org/property/screenplay	9
http://dbpedia.org/ontology/director	10
http://dbpedia.org/ontology/distributor	11
http://dbpedia.org/property/extra	12
http://dbpedia.org/property/producer	13
http://dbpedia.org/property/distributor	14
http://dbpedia.org/ontology/editing	15
http://dbpedia.org/property/writer	16
http://dbpedia.org/ontology/country	17
http://dbpedia.org/ontology/cinematography	18
http://dbpedia.org/property/starring	19
http://dbpedia.org/property/director	20
http://dbpedia.org/property/editing	21
http://dbpedia.org/property/story	22
http://dbpedia.org/ontology/musicComposer	23
http://dbpedia.org/property/label	24
http://dbpedia.org/ontology/productionCompany	25
http://dbpedia.org/ontology/narrator	26
http://dbpedia.org/property/rev	27
http://dbpedia.org/property/artist	28
http://dbpedia.org/property/genre	29
http://dbpedia.org/property/chronology	30
http://dbpedia.org/property/productionCompanies	31
http://dbpedia.org/property/country	32
http://dbpedia.org/property/type	33
http://dbpedia.org/property/language	34
http://dbpedia.org/property/lyrics	35
http://dbpedia.org/property/writers	36
http://dbpedia.org/ontology/language	37
http://dbpedia.org/property/note	38
http://dbpedia.org/property/colorProcess	39
http://dbpedia.org/property/allWriting	40
http://dbpedia.org/property/narrator	41
http://dbpedia.org/property/basedOn	42
http://dbpedia.org/property/caption	43
http://dbpedia.org/property/allMusic	44
http://dbpedia.org/property/producers	45
http://dbpedia.org/property/format	46
http://dbpedia.org/property/creator	47
http://dbpedia.org/property/filetype	48
http://dbpedia.org/property/allLyrics	49
http://dbpedia.org/property/executiveProducer	50
