model	nDCGRendle2020	HR	Precision	Recall
AUTOE@128	0.19787601739978108	0.46851975887474884	0.08178164768921634	0.23525927203133049
AUTOE@16	0.17764084712448372	0.4420629604822505	0.07592096450100469	0.2115966246114345
AUTOE@2	0.10735342240776288	0.2913596784996651	0.05482250502344273	0.13348714025159394
AUTOE@32	0.19277011806230546	0.45646349631614197	0.08024112525117214	0.23076608515305827
AUTOE@4	0.12567327797143368	0.34561286001339586	0.05669792364367047	0.1572172774979496
AUTOE@64	0.17679194918555388	0.43569993302076354	0.07096450100468854	0.2110588975634464
AUTOE@8	0.14571907164359785	0.38613529805760216	0.06493636972538513	0.18188931743563694
BASE@128	0.23605734888642388	0.5425318151373074	0.09916275954454119	0.28600334918181236
BASE@16	0.18569307867511228	0.45847287340924314	0.08161419959812458	0.23080758440548518
BASE@2	0.11692984851819528	0.3422638981915606	0.055559276624246486	0.15086628664043855
BASE@256	0.2431982125501536	0.5555927662424648	0.10170797052913598	0.29417098698347044
BASE@32	0.20044980106533256	0.4839249832551909	0.08660415271265909	0.2471662508651965
BASE@4	0.13072303920491393	0.37608841259209647	0.06326188881446752	0.17500378833741817
BASE@64	0.22390156153530713	0.5274614869390489	0.09457468184862694	0.27445324215836236
BASE@8	0.15304718192759606	0.41225720026791696	0.07146684527796383	0.1980373972092598
KPCA_cosine@128	0.1623650019598668	0.4115874079035499	0.06768251841929003	0.19727685009132806
KPCA_cosine@16	0.14076870216421683	0.384125920964501	0.0631279303415941	0.1779200828683354
KPCA_cosine@2	0.07932503896595516	0.224715338245144	0.043904889484259885	0.09741203605763546
KPCA_cosine@32	0.15838023842721854	0.4085733422638982	0.06654387139986603	0.19496635222799763
KPCA_cosine@4	0.08700692464654185	0.2679169457468185	0.047890154052243804	0.11170799405525413
KPCA_cosine@64	0.16407865211041334	0.41527126590756863	0.06774949765572673	0.19894238065918035
KPCA_cosine@8	0.11038761042507271	0.32250502344273274	0.05448760884125921	0.143456201278791
KPCA_linear@128	0.22363692237883817	0.5167448091091762	0.09300066979236436	0.2661081623200874
KPCA_linear@16	0.1951624443594321	0.46684527796383124	0.08600133958472872	0.23308824791247187
KPCA_linear@2	0.10018616964595421	0.3077695914266577	0.055391828533154726	0.13304805933070188
KPCA_linear@32	0.2143542989794371	0.49531145344943067	0.08991962491627595	0.2530363802850123
KPCA_linear@4	0.13367800691537066	0.3650368385800402	0.06687876758204957	0.16477854828440378
KPCA_linear@64	0.22256647881451996	0.5123911587407903	0.09223040857334226	0.2640276162420442
KPCA_linear@8	0.16248318517734567	0.4209645010046886	0.07602143335565975	0.20028369416730055
KPCA_poly@128	0.22507016266901564	0.5187541862022773	0.09350301406563964	0.2671848861628008
KPCA_poly@16	0.19636709483201795	0.4698593436034829	0.08660415271265909	0.23469671337862125
KPCA_poly@2	0.10130852492482625	0.30910917615539185	0.055726724715338245	0.13345695193687745
KPCA_poly@32	0.21602822419166734	0.4973208305425318	0.09048894842598795	0.2545603620992179
KPCA_poly@4	0.13490171548970437	0.36704621567314133	0.06738111185532485	0.16637800110056394
KPCA_poly@64	0.22395347429685947	0.5127260549229739	0.0927662424648359	0.26482466342476074
KPCA_poly@8	0.16380058550850382	0.42230408573342265	0.07618888144675151	0.2012884727554253
KPCA_rbf@128	0.21625882517257292	0.5023442732752846	0.09018754186202275	0.255134978756781
KPCA_rbf@16	0.19097769143709528	0.4598124581379772	0.08452779638312123	0.22657434354488676
KPCA_rbf@2	0.09793956794115449	0.2960482250502344	0.05425318151373074	0.12727787596391615
KPCA_rbf@32	0.2105262493653417	0.4896182183523108	0.08864701942397858	0.247781075775017
KPCA_rbf@4	0.12902765126161433	0.36001339584728737	0.06550569323509711	0.15970194291709053
KPCA_rbf@64	0.2158557229869843	0.5013395847287341	0.0898861352980576	0.2545606760207078
KPCA_rbf@8	0.15847203285373712	0.4142665773610181	0.07474882786336236	0.1953834819284677
KPCA_sigmoid@128	0.2224866844053269	0.5150703281982585	0.09236436704621567	0.2642477565153782
KPCA_sigmoid@16	0.19434681495906805	0.4655056932350971	0.08549899531145345	0.23243889476674529
KPCA_sigmoid@2	0.09968309336497257	0.3057602143335566	0.05535833891493638	0.13194282939031177
KPCA_sigmoid@32	0.2132854286019832	0.49497655726724715	0.08971868720696585	0.25227700440005035
