model	nDCGRendle2020	HR	Precision	Recall
AUTOE@128	0.21863007664267414	0.5020093770931011	0.08834561286001338	0.2629247430617105
AUTOE@16	0.1868197617589027	0.47454789015405224	0.08523107836570663	0.23151175622050046
AUTOE@2	0.09389704485143874	0.29068988613529806	0.0507702612190221	0.12450107771316259
AUTOE@256	0.05599946652585724	0.22002679169457467	0.027327528466175484	0.07824195621098766
AUTOE@32	0.20592855547583627	0.5010046885465506	0.09008707300736772	0.2514948927631235
AUTOE@4	0.13709959698773255	0.3754186202277294	0.06644340254521099	0.17200772434949
AUTOE@64	0.2213344470943572	0.5180843938379103	0.09253181513730743	0.270659720001013
AUTOE@8	0.14393219495636383	0.4015405224380442	0.07079705291359678	0.18219907752077816
BASE@128	0.2533559360095407	0.5555927662424648	0.10368385800401876	0.29922502131848044
BASE@16	0.17920118987110506	0.47186872069658403	0.08067649028801072	0.22871511873970657
BASE@2	0.11395891948381483	0.34293369055592765	0.05509042196918955	0.14795688829216913
BASE@256	0.25982686775657493	0.5696584058941728	0.10740120562625588	0.306390969184317
BASE@32	0.2162670403320555	0.5257870060281313	0.09537843268586739	0.2716168455662412
BASE@4	0.13253027821265595	0.3888144675150703	0.06661085063630273	0.18142165286862275
BASE@512	0.25239477526758725	0.5686537173476223	0.10609511051574012	0.3034605804868491
BASE@64	0.22381823288072641	0.5391828533154722	0.09628265237776289	0.279664355006768
BASE@8	0.15633857909035345	0.43569993302076354	0.07361018084393839	0.2028888984609676
KPCA_cosine@128	0.23829424388957765	0.5371734762223711	0.100569323509712	0.28696446422372146
KPCA_cosine@16	0.20444127717861932	0.49229738780977894	0.09182853315472204	0.25171469303403676
KPCA_cosine@2	0.1250666628123786	0.3322170127260549	0.06118553248492968	0.15311294424458755
KPCA_cosine@256	0.23762339275744665	0.5391828533154722	0.1007032819825854	0.2865006371978415
KPCA_cosine@32	0.22786310438322796	0.5277963831212324	0.09825853985264567	0.2738925888243287
KPCA_cosine@4	0.14922773289040836	0.38747488278633624	0.07270596115204286	0.18755548382649626
KPCA_cosine@64	0.2366272626439632	0.5365036838580041	0.10053583389149365	0.28397836189876186
KPCA_cosine@8	0.17890159149553014	0.44574681848626924	0.08315472203616879	0.22298849737065793
KPCA_linear@128	0.24342129509900987	0.5482250502344274	0.10301406563965172	0.29166719751592673
KPCA_linear@16	0.2054693937863297	0.5020093770931011	0.09246483590087073	0.25634975208956573
KPCA_linear@2	0.11990553380102707	0.33121232417950436	0.059946416610850636	0.14846227293921624
KPCA_linear@256	0.24341077643251097	0.5478901540522438	0.10311453449430676	0.29161161915245376
KPCA_linear@32	0.22884727610637576	0.5338245144005358	0.09882786336235767	0.2778231337449419
KPCA_linear@4	0.14830342049694675	0.39618218352310786	0.07297387809778969	0.18804587407807663
KPCA_linear@64	0.23987159472498643	0.5432016075016745	0.1014065639651708	0.28903159808106066
KPCA_linear@8	0.18011539958163214	0.4551239115874079	0.08409243134628266	0.22718097328379921
KPCA_poly@128	0.24356724661151427	0.5482250502344274	0.10311453449430677	0.29212437486989445
KPCA_poly@16	0.2058521716788296	0.5023442732752846	0.09253181513730743	0.2566651722777097
KPCA_poly@2	0.11974793642465595	0.33087742799732084	0.059979906229068986	0.14810499354965737
KPCA_poly@256	0.24365416489947403	0.5475552578700603	0.10311453449430676	0.2916026027167796
KPCA_poly@32	0.22907914998854342	0.5341594105827193	0.09892833221701272	0.27792133116731876
KPCA_poly@4	0.14833318276145904	0.39584728734092434	0.07297387809778969	0.18790115108506159
KPCA_poly@64	0.24018074408518217	0.5432016075016745	0.10157401205626257	0.2896461989300888
KPCA_poly@8	0.17981411959444937	0.45445411922304085	0.08395847287340924	0.22671211862874224
KPCA_rbf@128	0.24379501854098876	0.5495646349631614	0.10304755525787007	0.29248183228202096
KPCA_rbf@16	0.2062898686631324	0.5023442732752846	0.09246483590087073	0.25677981002950634
KPCA_rbf@2	0.12214328970891612	0.3362357669122572	0.06058271935699933	0.15178418848227498
KPCA_rbf@256	0.24363855193802011	0.5478901540522438	0.10304755525787006	0.29161175454723137
KPCA_rbf@32	0.22914097270203845	0.5338245144005358	0.09906229068988616	0.27802722221861487
KPCA_rbf@4	0.14847349767977502	0.3971868720696584	0.07327528466175486	0.18821226725733073
KPCA_rbf@64	0.2401123740360206	0.5432016075016745	0.10164099129269927	0.28947128868843297
KPCA_rbf@8	0.1799617558215745	0.45411922304085733	0.0839249832551909	0.2268045942708617
KPCA_sigmoid@128	0.24337164987066717	0.5485599464166109	0.10304755525787007	0.2918231961648926
KPCA_sigmoid@16	0.20553704892400326	0.5020093770931011	0.09246483590087073	0.25640216428344204
KPCA_sigmoid@2	0.12002678608195239	0.333556597454789	0.06051574012056262	0.14946867469510877
KPCA_sigmoid@256	0.24346303313049605	0.5482250502344274	0.10318151373074348	0.2918215359623007
KPCA_sigmoid@32	0.22891137122172817	0.5338245144005358	0.09886135298057604	0.2778516046108502
KPCA_sigmoid@4	0.14858868872622993	0.3965170797052914	0.07304085733422638	0.18816866934487728
KPCA_sigmoid@64	0.2397176565113988	0.5432016075016745	0.1013395847287341	0.28868956751905617
KPCA_sigmoid@8	0.18015651334464244	0.45579370395177493	0.08415941058271936	0.22751586946598273
NN@128	0.2525829781382206	0.5683188211654387	0.10609511051574011	0.30345214187307473
NN@16	0.20488738173461596	0.5033489618218352	0.0927662424648359	0.2555817880427588
NN@2	0.11750609285541394	0.3436034829202947	0.06111855324849297	0.15374963597540153
