model	nDCGRendle2020
LightGCN_seed=123_e=200_bs=256_lr=0$0001207628570956835_factors=128_l_w=1$670503812772153e-05_n_layers=3	0.22638323462470678
LightGCN_seed=123_e=200_bs=256_lr=0$00013487138054321944_factors=128_l_w=0$0013657190237381855_n_layers=3	0.23115513412228994
LightGCN_seed=123_e=200_bs=256_lr=0$0001481005183630003_factors=128_l_w=0$0010567114941474355_n_layers=3	0.22561506861829253
LightGCN_seed=123_e=200_bs=256_lr=0$00015011490675299823_factors=128_l_w=0$00025956731556897876_n_layers=3	0.22224462558282457
LightGCN_seed=123_e=200_bs=256_lr=0$0001888654333115922_factors=128_l_w=7$594747007917275e-05_n_layers=3	0.22812847955341994
LightGCN_seed=123_e=200_bs=256_lr=0$0002673004249418763_factors=128_l_w=0$08271982506114287_n_layers=3	0.2290000538620579
LightGCN_seed=123_e=200_bs=256_lr=0$0003238606769821117_factors=128_l_w=0$00020085838415204356_n_layers=3	0.2318327244313808
LightGCN_seed=123_e=200_bs=256_lr=0$0004287818058040883_factors=128_l_w=0$00027290515941470067_n_layers=3	0.2332344564394356
LightGCN_seed=123_e=200_bs=256_lr=0$0005348499732957442_factors=128_l_w=0$00029541515935698414_n_layers=3	0.23894112459486488
LightGCN_seed=123_e=200_bs=256_lr=0$0005639700746691885_factors=128_l_w=0$005145515535821031_n_layers=3	0.239675897451915
LightGCN_seed=123_e=200_bs=256_lr=0$0005880195270903159_factors=128_l_w=0$002361872541284341_n_layers=3	0.2352117467307067
LightGCN_seed=123_e=200_bs=256_lr=0$0007859771240234308_factors=128_l_w=5$2525352458037477e-05_n_layers=3	0.23431587774520735
LightGCN_seed=123_e=200_bs=256_lr=0$001386223577834537_factors=128_l_w=0$0036845573959283727_n_layers=3	0.22953020899832255
LightGCN_seed=123_e=200_bs=256_lr=0$0014165243196557434_factors=128_l_w=0$025581854267350927_n_layers=3	0.23245809950876983
LightGCN_seed=123_e=200_bs=256_lr=0$001486836382753669_factors=128_l_w=0$02604115498972169_n_layers=3	0.2318039874826263
LightGCN_seed=123_e=200_bs=256_lr=0$0018924591867663832_factors=128_l_w=0$00048194905707179484_n_layers=3	0.22594337588590196
LightGCN_seed=123_e=200_bs=256_lr=0$001985553949455268_factors=128_l_w=0$06445268457836228_n_layers=3	0.2308517064953707
LightGCN_seed=123_e=200_bs=256_lr=0$0021511820498804255_factors=128_l_w=3$4433758726929714e-05_n_layers=3	0.22496995317741472
LightGCN_seed=123_e=200_bs=256_lr=0$0031510355683121005_factors=128_l_w=0$01778427573000201_n_layers=3	0.220065666482395
LightGCN_seed=123_e=200_bs=256_lr=0$004716153603120487_factors=128_l_w=0$018554653046303233_n_layers=3	0.21474396678371233
