model	nDCGRendle2020
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$00012188923029525197_l_w=1$4887651248726935e-05	0.14837488168975282
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$00012312582826094217_l_w=0$09324712179502005	0.0029688177016858465
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$0001301669697625468_l_w=0$025104972116558967	0.15625953374243817
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$00017462489760584107_l_w=0$04363346328275595	0.1614210102736522
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$00024922599255000865_l_w=1$3248115923796898e-05	0.16847518558463084
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$00024925023590647986_l_w=2$8619797567944897e-05	0.17522606180410896
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$0003089056676897848_l_w=0$0004662274949702857	0.17276558356144905
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$00038065855229110903_l_w=2$1562110666969503e-05	0.17644820089512475
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$00042831167416606245_l_w=0$0010276714601556438	0.17651090174088258
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$0005445136528909332_l_w=0$0029960675102328523	0.18102893788309887
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$0005571625149433416_l_w=0$008464783811241954	0.18869118390069745
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$0005785934604144682_l_w=0$021826384568644098	0.1907894612119729
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$001178615586228201_l_w=1$2395267399630988e-05	0.17941503752964832
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$0014804188715745298_l_w=2$8975627735661072e-05	0.17559485487228071
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$0015439826292521807_l_w=1$3762145756798547e-05	0.17583054301393786
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$002005870198304126_l_w=0$0006651245572796195	0.17446408445756847
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$002049876206747379_l_w=0$020075565123230846	0.21188534873287093
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$0021911278267873614_l_w=2$818812666182402e-05	0.17027889963039758
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$002218835666729148_l_w=0$0002635531623576173	0.17301918207019978
BPRMF_seed=123_e=200_bs=256_factors=32_lr=0$002301110304530468_l_w=1$623451833609739e-05	0.17094946002857056
