0	662	365.30106
0	456	364.84106
0	460	364.82568
0	466	364.62076
0	457	364.47958
0	459	364.2282
0	461	364.15552
0	455	363.53415
0	348	349.07712
0	372	348.76297
1	662	370.8695
1	456	370.41794
1	460	370.4055
1	466	370.20187
1	457	370.05933
1	459	369.7999
1	461	369.73074
1	455	369.10205
1	348	354.4798
1	948	354.37363
2	662	472.3046
2	456	471.72247
2	460	471.7052
2	466	471.44388
2	457	471.262
2	459	470.93353
2	461	470.84335
2	455	470.04172
2	348	451.39517
2	948	451.09116
3	662	433.07108
3	456	432.50748
3	460	432.48553
3	466	432.2373
3	457	432.06906
3	459	431.776
3	461	431.68433
3	455	430.9452
3	348	413.74094
3	372	413.3467
4	662	511.5727
4	456	510.9342
4	460	510.91385
4	466	510.62848
4	457	510.4311
4	459	510.07748
4	461	509.9774
4	455	509.10806
4	348	488.88254
4	372	488.44946
5	662	443.58014
5	456	443.02066
5	460	443.00183
5	466	442.75272
5	457	442.58127
5	459	442.27628
5	461	442.1877
5	455	441.43307
5	348	423.87494
5	372	423.49243
6	662	406.18478
6	456	405.6301
6	460	405.60416
6	466	405.36383
6	457	405.20468
6	459	404.93695
6	461	404.8431
6	455	404.1463
6	348	387.91696
6	372	387.51602
7	662	483.56247
7	456	482.94247
7	460	482.91986
7	466	482.64536
7	457	482.45795
7	459	482.1282
7	461	482.02863
7	455	481.20462
7	348	462.02765
7	372	461.59854
8	662	396.2844
8	456	395.83627
8	460	395.83002
8	466	395.62238
8	457	395.4718
8	459	395.1852
8	461	395.12167
8	455	394.45462
8	948	379.66766
8	348	378.95322
9	662	494.9706
9	456	494.37238
9	460	494.35666
9	466	494.0862
9	457	493.8962
9	459	493.54877
9	461	493.4578
9	455	492.6193
9	348	473.12
9	948	473.08493
10	662	441.78604
10	456	441.2774
10	460	441.2686
10	466	441.03445
10	457	440.86615
10	459	440.5491
10	461	440.47556
10	455	439.73065
10	948	422.99515
10	348	422.417
11	662	473.3341
11	456	472.72818
11	460	472.70624
11	466	472.43784
11	457	472.25443
11	459	471.9314
11	461	471.8342
11	455	471.02774
11	348	452.25983
11	372	451.84097
12	662	520.39685
12	456	519.7432
12	460	519.7217
12	466	519.4302
12	457	519.2292
12	459	518.8706
12	461	518.7676
12	455	517.8826
12	348	497.2936
12	372	496.84814
13	662	479.2937
13	456	478.665
13	460	478.6397
13	466	478.36356
13	457	478.1771
13	459	477.8541
13	461	477.75113
13	455	476.93246
13	348	457.87418
13	372	457.43195
14	662	475.364
14	456	474.73358
14	460	474.70706
14	466	474.43118
14	457	474.24588
14	459	473.92743
14	461	473.82324
14	455	473.01035
14	348	454.0837
14	372	453.6368
15	662	468.52618
15	456	467.89853
15	460	467.8711
15	466	467.59738
15	457	467.41443
15	459	467.1023
15	461	466.9977
15	455	466.1956
15	348	447.5187
15	372	447.0707
16	662	498.73706
16	456	498.08453
16	460	498.05853
16	466	497.77167
16	457	497.5777
16	459	497.24115
16	461	497.13455
16	455	496.28284
16	348	476.45737
16	372	475.99915
17	662	403.1874
17	456	402.7119
17	460	402.7015
17	466	402.48462
17	457	402.33044
17	459	402.04422
17	461	401.97366
17	455	401.2923
17	948	385.70618
17	348	385.45087
18	662	421.80106
18	456	421.27417
18	460	421.2573
18	466	421.0219
18	457	420.85913
18	459	420.5677
18	461	420.48505
18	455	419.7682
18	348	403.09036
18	372	402.73276
19	662	517.5899
19	456	516.95386
19	460	516.93524
19	466	516.6494
19	457	516.4502
19	459	516.0897
19	461	515.99146
19	455	515.1132
19	348	494.68533
19	948	494.39624
20	662	461.1293
20	456	460.46497
20	460	460.42844
20	466	460.14563
20	457	459.9632
20	459	459.6687
20	461	459.55176
20	455	458.75592
20	348	440.2075
20	372	439.71088
21	662	374.61777
21	456	374.14255
21	460	374.12607
21	466	373.91492
21	457	373.76996
21	459	373.51312
21	461	373.43753
21	455	372.79984
21	348	357.96164
21	372	357.63535
22	662	416.75876
22	456	416.19724
22	460	416.17218
22	466	415.9278
22	457	415.7649
22	459	415.4881
22	461	415.39413
22	455	414.6802
22	348	398.05548
22	372	397.65317
23	662	482.38644
23	456	481.81775
23	460	481.80536
23	466	481.5459
23	457	481.36145
23	459	481.01895
23	461	480.93457
23	455	480.1194
23	948	461.47784
23	348	461.16702
24	662	504.71384
24	456	504.0561
24	460	504.03033
24	466	503.74075
24	457	503.54462
24	459	503.20334
24	461	503.09622
24	455	502.2347
24	348	482.18106
24	372	481.72052
25	662	477.00497
25	456	476.4003
25	460	476.3794
25	466	476.11063
25	457	475.92612
25	459	475.59894
25	461	475.50278
25	455	474.69092
25	348	455.79877
25	372	455.3838
26	662	481.4637
26	456	480.86374
26	460	480.84476
26	466	480.57648
26	457	480.39075
26	459	480.0577
26	461	479.96378
26	455	479.14572
26	348	460.11395
26	372	459.7075
27	662	445.19745
27	456	444.5845
27	460	444.55505
27	466	444.2902
27	457	444.11554
27	459	443.82343
27	461	443.71912
27	455	442.95468
27	348	425.14874
27	948	423.31583
28	662	504.2759
28	456	503.67352
28	460	503.659
28	466	503.3855
28	457	503.1923
28	459	502.83633
28	461	502.7458
28	455	501.89255
28	948	482.18735
28	348	482.052
29	662	437.4539
29	456	436.90308
29	460	436.88467
29	466	436.63925
29	457	436.47025
29	459	436.16916
29	461	436.08212
29	455	435.33807
29	348	418.02563
29	372	417.64954
30	662	473.32147
30	456	472.66806
30	460	472.6364
30	466	472.35434
30	457	472.16855
30	459	471.8585
30	461	471.747
30	455	470.93405
30	348	451.9971
30	372	451.52148
31	662	411.2044
31	456	410.70645
31	460	410.6932
31	466	410.46826
31	457	410.31036
31	459	410.02194
31	461	409.9461
31	455	409.24942
31	348	393.04663
31	948	392.9946
32	662	467.63544
32	456	467.0745
32	460	467.06055
32	466	466.80624
32	457	466.62695
32	459	466.29752
32	461	466.21286
32	455	465.4213
32	948	447.08374
32	348	447.01407
33	662	488.7047
33	456	488.0315
33	460	487.99908
33	466	487.70825
33	457	487.51648
33	459	487.19595
33	461	487.0813
33	455	486.24213
33	348	466.69473
33	372	466.20532
34	662	411.83722
34	456	411.21872
34	460	411.18094
34	466	410.9211
34	457	410.75693
34	459	410.50076
34	461	410.38876
34	455	409.67453
34	348	393.019
34	372	392.5454
35	662	448.73788
35	456	448.21036
35	460	448.19916
35	466	447.9582
35	457	447.78668
35	459	447.46765
35	461	447.38965
35	455	446.6315
35	948	429.33054
35	348	429.00635
36	662	477.8511
36	456	477.29346
36	460	477.28235
36	466	477.02698
36	457	476.84457
36	459	476.5037
36	461	476.42188
36	455	475.61514
36	948	457.30652
36	348	456.86133
37	662	363.55402
37	456	363.0568
37	460	363.03342
37	466	362.8181
37	457	362.67563
37	459	362.4362
37	461	362.352
37	455	361.7282
37	348	347.19943
37	372	346.83966
38	662	484.32617
38	456	483.6724
38	460	483.64304
38	466	483.35867
38	457	483.16934
38	459	482.84796
38	461	482.7384
38	455	481.90857
38	348	462.58432
38	372	462.11536
39	662	518.0716
39	456	517.5114
39	460	517.5084
39	466	517.2444
39	457	517.04877
39	459	516.6671
39	461	516.5918
39	455	515.7232
39	948	497.09927
39	348	495.54932
40	662	450.42743
40	456	449.81143
40	460	449.7825
40	466	449.51575
40	457	449.33923
40	459	449.04257
40	461	448.93826
40	455	448.16544
40	348	430.16522
40	372	429.71957
41	662	411.97113
41	460	411.54144
41	456	411.54068
41	466	411.3358
41	457	411.18103
41	459	410.8734
41	461	410.818
41	455	410.1294
41	948	395.73544
41	447	395.03104
42	662	560.463
42	457	559.1524
42	455	557.69653
42	348	535.3996
42	372	534.8788
42	948	533.8946
42	333	533.327
42	1519	532.5892
42	340	532.35675
42	291	531.50836
43	662	473.3586
43	456	472.6561
43	460	472.6144
43	466	472.3182
43	457	472.12994
43	459	471.8332
43	461	471.70697
43	455	470.88724
43	348	451.7736
43	372	451.23923
44	662	480.67572
44	456	480.0631
44	460	480.0414
44	466	479.76962
44	457	479.58353
44	459	479.25473
44	461	479.1569
44	455	478.3383
44	348	459.2891
44	372	458.86703
45	662	501.34714
45	456	500.675
45	460	500.64554
45	466	500.3525
45	457	500.1567
45	459	499.82285
45	461	499.71082
45	455	498.85245
45	348	478.86545
45	372	478.3855
46	662	444.67285
46	456	444.0846
46	460	444.06012
46	466	443.8025
46	457	443.62924
46	459	443.33093
46	461	443.23395
46	455	442.47372
46	348	424.77448
46	372	424.35828
47	456	421.2504
47	466	420.98465
