uri	predicate_id
http://dbpedia.org/ontology/wikiPageWikiLink	0
http://www.w3.org/2002/07/owl#sameAs	1
http://dbpedia.org/property/wikiPageUsesTemplate	2
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	3
http://purl.org/dc/terms/subject	4
http://dbpedia.org/ontology/thumbnail	5
http://dbpedia.org/ontology/wikiPageExternalLink	6
http://dbpedia.org/property/author	7
http://dbpedia.org/ontology/mediaType	8
http://dbpedia.org/ontology/subsequentWork	9
http://purl.org/linguistics/gold/hypernym	10
http://dbpedia.org/ontology/publisher	11
http://dbpedia.org/property/title	12
http://www.w3.org/ns/prov#wasDerivedFrom	13
http://dbpedia.org/property/publisher	14
http://dbpedia.org/property/subject	15
http://dbpedia.org/ontology/author	16
http://xmlns.com/foaf/0.1/depiction	17
http://www.w3.org/2000/01/rdf-schema#seeAlso	18
http://dbpedia.org/property/genre	19
http://dbpedia.org/ontology/literaryGenre	20
http://dbpedia.org/ontology/language	21
http://dbpedia.org/property/mainCharTeam	22
http://xmlns.com/foaf/0.1/isPrimaryTopicOf	23
http://rdvocab.info/RDARelationshipsWEMI/manifestationOfWork	24
http://dbpedia.org/property/followedBy	25
http://dbpedia.org/ontology/nonFictionSubject	26
http://dbpedia.org/ontology/wikiPageRedirects	27
http://dbpedia.org/ontology/coverArtist	28
http://dbpedia.org/property/translator	29
http://dbpedia.org/ontology/previousWork	30
http://xmlns.com/foaf/0.1/homepage	31
http://dbpedia.org/property/illustrator	32
http://dbpedia.org/property/coverArtist	33
http://dbpedia.org/property/precededBy	34
http://dbpedia.org/ontology/writer	35
http://dbpedia.org/property/books	36
http://dbpedia.org/ontology/series	37
http://dbpedia.org/ontology/country	38
http://dbpedia.org/property/mediaType	39
http://dbpedia.org/property/series	40
http://dbpedia.org/property/subjects	41
http://dbpedia.org/property/country	42
http://dbpedia.org/property/url	43
http://dbpedia.org/ontology/translator	44
http://dbpedia.org/ontology/illustrator	45
http://dbpedia.org/property/language	46
http://dbpedia.org/property/writer	47
http://dbpedia.org/ontology/starring	48
http://dbpedia.org/property/studio	49
http://dbpedia.org/property/network	50
http://dbpedia.org/property/wordnet_type	51
http://dbpedia.org/ontology/type	52
http://www.w3.org/2002/07/owl#differentFrom	53
http://dbpedia.org/property/magazine	54
http://dbpedia.org/ontology/magazine	55
