uri	predicate_id
http://dbpedia.org/ontology/starring	0
http://purl.org/dc/terms/subject	1
http://dbpedia.org/ontology/director	2
http://dbpedia.org/property/starring	3
http://dbpedia.org/ontology/producer	4
http://dbpedia.org/ontology/distributor	5
http://dbpedia.org/ontology/writer	6
http://dbpedia.org/property/director	7
http://dbpedia.org/property/distributor	8
http://dbpedia.org/ontology/musicComposer	9
http://dbpedia.org/ontology/editing	10
http://dbpedia.org/property/title	11
http://dbpedia.org/property/writer	12
http://dbpedia.org/ontology/productionCompany	13
http://dbpedia.org/property/music	14
http://dbpedia.org/property/screenplay	15
http://dbpedia.org/ontology/cinematography	16
http://dbpedia.org/property/extra	17
http://dbpedia.org/property/producer	18
http://dbpedia.org/property/note	19
http://dbpedia.org/property/cinematography	20
http://dbpedia.org/property/editing	21
http://dbpedia.org/property/artist	22
http://dbpedia.org/ontology/language	23
http://dbpedia.org/property/genre	24
http://dbpedia.org/property/productionCompanies	25
http://dbpedia.org/property/language	26
http://dbpedia.org/ontology/country	27
http://dbpedia.org/property/story	28
http://dbpedia.org/property/label	29
http://dbpedia.org/property/rev	30
http://dbpedia.org/property/studio	31
http://dbpedia.org/property/country	32
http://dbpedia.org/property/type	33
http://dbpedia.org/property/format	34
http://dbpedia.org/property/narrator	35
http://dbpedia.org/ontology/narrator	36
http://dbpedia.org/property/chronology	37
http://dbpedia.org/property/caption	38
http://dbpedia.org/ontology/executiveProducer	39
http://dbpedia.org/property/before	40
http://dbpedia.org/ontology/author	41
http://dbpedia.org/property/executiveProducer	42
http://dbpedia.org/ontology/network	43
http://dbpedia.org/property/company	44
http://dbpedia.org/ontology/company	45
http://dbpedia.org/property/network	46
http://dbpedia.org/ontology/composer	47
http://dbpedia.org/property/allMusic	48
http://dbpedia.org/property/basedOn	49
http://dbpedia.org/ontology/format	50
http://dbpedia.org/property/audioFormat	51
http://dbpedia.org/property/themeMusicComposer	52
http://dbpedia.org/property/colorProcess	53
http://dbpedia.org/property/allWriting	54
http://dbpedia.org/property/narrated	55
http://dbpedia.org/property/source	56
http://dbpedia.org/property/producers	57
http://dbpedia.org/property/lyrics	58
http://dbpedia.org/ontology/creator	59
http://dbpedia.org/property/aggregate	60
http://dbpedia.org/property/animator	61
http://dbpedia.org/property/distributors	62
http://dbpedia.org/ontology/wikiPageDisambiguates	63
http://dbpedia.org/property/creator	64
