uri	predicate_id
http://dbpedia.org/ontology/wikiPageWikiLink	0
http://dbpedia.org/property/wikiPageUsesTemplate	1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	2
http://purl.org/dc/terms/subject	3
http://dbpedia.org/property/author	4
http://dbpedia.org/ontology/mediaType	5
http://purl.org/linguistics/gold/hypernym	6
http://dbpedia.org/ontology/publisher	7
http://dbpedia.org/property/publisher	8
http://www.w3.org/2002/07/owl#sameAs	9
http://dbpedia.org/property/subject	10
http://dbpedia.org/ontology/author	11
http://dbpedia.org/property/genre	12
http://dbpedia.org/ontology/literaryGenre	13
http://dbpedia.org/ontology/language	14
http://dbpedia.org/ontology/subsequentWork	15
http://dbpedia.org/property/title	16
http://dbpedia.org/ontology/nonFictionSubject	17
http://dbpedia.org/property/followedBy	18
http://dbpedia.org/ontology/coverArtist	19
http://dbpedia.org/property/translator	20
http://xmlns.com/foaf/0.1/homepage	21
http://dbpedia.org/property/illustrator	22
http://dbpedia.org/property/coverArtist	23
http://dbpedia.org/property/precededBy	24
http://dbpedia.org/ontology/country	25
http://dbpedia.org/ontology/series	26
http://dbpedia.org/property/mediaType	27
http://dbpedia.org/property/lang	28
http://dbpedia.org/ontology/wikiPageExternalLink	29
http://dbpedia.org/property/series	30
http://www.w3.org/2000/01/rdf-schema#seeAlso	31
http://dbpedia.org/property/subjects	32
http://dbpedia.org/property/country	33
http://dbpedia.org/ontology/previousWork	34
http://dbpedia.org/ontology/premierePlace	35
http://dbpedia.org/property/setIn	36
http://dbpedia.org/ontology/illustrator	37
http://dbpedia.org/property/language	38
http://dbpedia.org/property/place	39
http://dbpedia.org/property/writer	40
http://dbpedia.org/property/format	41
http://dbpedia.org/property/books	42
http://dbpedia.org/ontology/wikiPageRedirects	43
http://dbpedia.org/ontology/translator	44
http://dbpedia.org/ontology/developer	45
http://dbpedia.org/ontology/executiveProducer	46
http://dbpedia.org/property/type	47
http://dbpedia.org/ontology/distributor	48
http://dbpedia.org/ontology/genre	49
http://dbpedia.org/ontology/network	50
http://dbpedia.org/property/network	51
http://dbpedia.org/ontology/location	52
http://dbpedia.org/property/creator	53
http://dbpedia.org/property/wordnet_type	54
http://dbpedia.org/property/director	55
http://dbpedia.org/property/novels	56
http://dbpedia.org/ontology/company	57
http://dbpedia.org/ontology/type	58
http://dbpedia.org/property/comics	59
http://dbpedia.org/ontology/format	60
http://dbpedia.org/property/owner	61
http://dbpedia.org/property/externalHost	62
http://dbpedia.org/ontology/producer	63
http://dbpedia.org/property/vgs	64
http://dbpedia.org/ontology/director	65
http://dbpedia.org/property/distributor	66
http://dbpedia.org/property/tv	67
http://dbpedia.org/property/source	68
http://dbpedia.org/property/locatedIn	69
http://dbpedia.org/property/magazine	70
http://dbpedia.org/ontology/magazine	71
http://dbpedia.org/property/genres	72
http://dbpedia.org/property/studio	73
http://dbpedia.org/property/aux	74
http://dbpedia.org/property/writers	75
http://dbpedia.org/property/award	76
http://dbpedia.org/ontology/writer	77
http://dbpedia.org/property/meter	78
http://dbpedia.org/property/licensee	79
http://dbpedia.org/property/after	80
http://dbpedia.org/property/metre	81
http://dbpedia.org/property/frequency	82
http://dbpedia.org/ontology/designer	83
http://dbpedia.org/property/religion	84
http://dbpedia.org/property/setting	85
http://www.w3.org/2002/07/owl#differentFrom	86
http://dbpedia.org/property/creators	87
http://dbpedia.org/property/artists	88
http://dbpedia.org/ontology/creator	89
http://dbpedia.org/ontology/picture	90
http://dbpedia.org/property/designer	91
http://dbpedia.org/property/imprint	92
http://dbpedia.org/ontology/portrayer	93
http://dbpedia.org/property/transpublisher	94
http://dbpedia.org/property/music	95
http://dbpedia.org/ontology/musicComposer	96
http://dbpedia.org/property/published	97
http://dbpedia.org/ontology/starring	98
http://dbpedia.org/ontology/editing	99
http://dbpedia.org/property/syndicate	100
http://dbpedia.org/property/sign	101
http://dbpedia.org/property/editors	102
http://dbpedia.org/ontology/originalLanguage	103
http://dbpedia.org/property/before	104
http://dbpedia.org/property/homeStation	105
http://dbpedia.org/property/origLang	106
http://dbpedia.org/property/awards	107
http://dbpedia.org/property/tpb	108
http://dbpedia.org/property/publicationType	109
http://dbpedia.org/property/authors	110
http://dbpedia.org/property/colorist	111
http://dbpedia.org/property/letterers	112
http://dbpedia.org/property/colorists	113
http://dbpedia.org/property/artist	114
