uri	entity_id
http://dbpedia.org/resource/The_Claidi_Journals	2793
http://dbpedia.org/resource/Rising_Sun_(novel)	1462
http://dbpedia.org/resource/Full_Tilt_(novel)	2792
http://dbpedia.org/resource/Shadow_Puppets	1461
http://dbpedia.org/resource/Beauty_Pop	2791
http://dbpedia.org/resource/Mr._Fish	1460
http://dbpedia.org/resource/Enchantment_(novel)	2790
http://dbpedia.org/resource/The_Talisman_(Scott_novel)	1459
http://dbpedia.org/resource/Child_44	2306
http://dbpedia.org/resource/Envy_(novel)	2789
http://dbpedia.org/resource/John_Dies_at_the_End	1458
http://dbpedia.org/resource/Bored_of_the_Rings	2305
http://dbpedia.org/resource/The_Rime_of_the_Ancient_Mariner	2304
http://dbpedia.org/resource/Einstein's_Dreams	1457
http://dbpedia.org/resource/Fantastic_Mr_Fox	2788
http://dbpedia.org/resource/Down_and_Out_in_Paris_and_London	2303
http://dbpedia.org/resource/The_Stars_My_Destination	2787
http://dbpedia.org/resource/Torment_(novel)	1456
http://dbpedia.org/resource/Artemis_Fowl:_The_Eternity_Code	2302
http://dbpedia.org/resource/Soon_I_Will_Be_Invincible	2786
http://dbpedia.org/resource/Angelology_(novel)	1455
http://dbpedia.org/resource/Evernight_(novel)	1454
http://dbpedia.org/resource/Fooled_by_Randomness	2301
http://dbpedia.org/resource/The_Undercover_Economist	2785
http://dbpedia.org/resource/Disclosure_(novel)	2784
http://dbpedia.org/resource/The_Chicago_Manual_of_Style	2300
http://dbpedia.org/resource/Man's_Search_for_Meaning	1453
http://dbpedia.org/resource/The_Beauty_Myth	1452
http://dbpedia.org/resource/The_Book_of_Dead_Days	2783
http://dbpedia.org/resource/The_Chamber_(novel)	2309
http://dbpedia.org/resource/Gnostic_Gospels	2308
http://dbpedia.org/resource/The_Enchantress_of_Florence	2307
http://dbpedia.org/resource/Uzumaki	2320
http://dbpedia.org/resource/The_Immortals_(books)	1473
http://dbpedia.org/resource/Cryptonomicon	1472
http://dbpedia.org/resource/Jonathan_Strange_&_Mr_Norrell	1471
http://dbpedia.org/resource/Snow_Crash	1470
http://dbpedia.org/resource/Sputnik_Sweetheart	2317
http://dbpedia.org/resource/The_Unbearable_Lightness_of_Being	1
http://dbpedia.org/resource/Sweetblood	1469
http://dbpedia.org/resource/The_Hitchhiker's_Guide_to_the_Galaxy_(fictional)	2316
http://dbpedia.org/resource/Dracula	2
http://dbpedia.org/resource/Desert_Solitaire	2799
http://dbpedia.org/resource/Vagabond_(novel)	1468
http://dbpedia.org/resource/Giovanni's_Room	2315
http://dbpedia.org/resource/Forever..._(Blume_novel)	2314
http://dbpedia.org/resource/Pay_It_Forward_(novel)	1467
http://dbpedia.org/resource/Scientific_literature	2798
http://dbpedia.org/resource/The_Catcher_in_the_Rye	3
