uri	predicate_id
http://purl.org/dc/terms/subject	0
http://dbpedia.org/property/author	1
http://dbpedia.org/ontology/mediaType	2
http://dbpedia.org/ontology/subsequentWork	3
http://dbpedia.org/ontology/publisher	4
http://dbpedia.org/property/title	5
http://dbpedia.org/property/publisher	6
http://dbpedia.org/property/subject	7
http://dbpedia.org/ontology/author	8
http://dbpedia.org/property/genre	9
http://dbpedia.org/ontology/literaryGenre	10
http://dbpedia.org/ontology/language	11
http://dbpedia.org/ontology/nonFictionSubject	12
http://dbpedia.org/ontology/wikiPageRedirects	13
http://dbpedia.org/ontology/coverArtist	14
http://dbpedia.org/ontology/previousWork	15
http://dbpedia.org/property/illustrator	16
http://dbpedia.org/property/coverArtist	17
http://dbpedia.org/ontology/series	18
http://dbpedia.org/ontology/country	19
http://dbpedia.org/property/mediaType	20
http://dbpedia.org/property/lang	21
http://dbpedia.org/property/series	22
http://dbpedia.org/property/subjects	23
http://dbpedia.org/property/country	24
http://dbpedia.org/ontology/premierePlace	25
http://dbpedia.org/ontology/illustrator	26
http://dbpedia.org/property/language	27
http://dbpedia.org/property/place	28
http://dbpedia.org/property/writer	29
http://dbpedia.org/ontology/genre	30
http://dbpedia.org/property/creator	31
http://dbpedia.org/property/network	32
http://dbpedia.org/ontology/type	33
http://dbpedia.org/property/owner	34
http://dbpedia.org/property/magazine	35
http://dbpedia.org/ontology/magazine	36
http://dbpedia.org/property/genres	37
http://dbpedia.org/property/meter	38
http://dbpedia.org/property/metre	39
http://dbpedia.org/ontology/creator	40
http://dbpedia.org/property/transpublisher	41
http://dbpedia.org/property/published	42
http://dbpedia.org/ontology/originalLanguage	43
http://dbpedia.org/property/origLang	44
http://dbpedia.org/property/tpb	45
http://dbpedia.org/property/releaseDate	46
